,pVal,phase,peak.shape,period,diel
Bacillariophyta_K09623,0.016608114600452,24,16,24,NO
Bacillariophyta_K06142,0.016608114600452,24,16,24,NO
Bicosoecida_K04078,0.016608114600452,24,16,24,NO
Cercozoa_K04773,0.016608114600452,16,8,24,NO
Glaucophyta_K14016,0.016608114600452,16,8,24,NO
Haptophyta_K00868,0.016608114600452,24,16,24,NO
Ochrophyta_K11397,0.016608114600452,16,8,24,NO
Rhodophyta_K02087,0.016608114600452,24,16,24,NO
Rhodophyta_K03094,0.016608114600452,24,16,24,NO
Sarcomastigophora_K03734,0.016608114600452,16,8,24,NO
Dinophyta_K00855,0.016618175737642,8,16,24,NO
Haptophyta_K12378,0.016618175737642,4,12,24,NO
Cercozoa_K14806,0.0166678069960689,24,16,24,NO
Ochrophyta_K15114,0.0166678069960689,20,16,24,NO
Bacillariophyta_K07876,0.0166904018563732,24,4,24,NO
Cercozoa_K07305,0.0166904018563732,12,4,24,NO
Dinophyta_K02653,0.0167614633761239,4,16,24,NO
Cercozoa_K12536,0.0167614633761239,4,16,24,NO
Haptophyta_K16578,0.0167614633761239,4,16,24,NO
Ochrophyta_K03734,0.0167614633761239,8,16,24,NO
Bacillariophyta_K17756,0.0167912290203122,8,20,24,NO
Chlorophyta_K02904,0.0168087029979768,8,12,24,NO
Haptophyta_K00463,0.0169106054594524,4,8,24,NO
Dinophyta_K00400,0.0169629587125088,4,20,24,NO
Dinophyta_K07494,0.0169629587125088,8,12,24,NO
Chromerida_K02953,0.0169629587125088,4,12,24,NO
Chromerida_K02956,0.0169629587125088,4,12,24,NO
Chromerida_K13118,0.0169629587125088,4,12,24,NO
Bacillariophyta_K09885,0.0169629587125088,16,4,24,NO
Cercozoa_K04392,0.0169629587125088,16,12,24,NO
Cercozoa_K04393,0.0169629587125088,16,12,24,NO
Cercozoa_K07194,0.0169629587125088,16,12,24,NO
Cercozoa_K07530,0.0169629587125088,16,12,24,NO
Cercozoa_K07872,0.0169629587125088,16,12,24,NO
Cercozoa_K07975,0.0169629587125088,16,12,24,NO
Cryptophyta_K05675,0.0169629587125088,12,12,24,NO
Haptophyta_K01198,0.0169629587125088,4,12,24,NO
Haptophyta_K06447,0.0169629587125088,24,12,24,NO
Haptophyta_K03733,0.0169629587125088,20,20,24,NO
Sarcomastigophora_K03703,0.0169629587125088,4,12,24,NO
Cercozoa_K11419,0.0169741924742248,8,8,24,NO
Cryptophyta_K05020,0.0169951783071358,8,16,24,NO
Haptophyta_K01995,0.0169951783071358,8,16,24,NO
Chlorophyta_K12396,0.0169967505654287,8,16,24,NO
Rhodophyta_K17262,0.0169967505654287,4,20,24,NO
Chlorophyta_K03101,0.0170591854540912,16,12,24,NO
Bacillariophyta_K13304,0.0170865801789629,12,16,24,NO
Bicosoecida_K09529,0.0170865801789629,4,8,24,NO
Chlorophyta_K05859,0.0170865801789629,4,8,24,NO
Chlorophyta_K11088,0.0170865801789629,4,8,24,NO
Cryptophyta_K06287,0.0170865801789629,4,8,24,NO
Ochrophyta_K15110,0.0170865801789629,4,8,24,NO
Cryptophyta_K08740,0.0171034257383092,12,8,24,NO
Chlorophyta_K11275,0.0171057933509294,24,20,24,NO
Chlorophyta_K07511,0.0171057933509294,24,20,24,NO
Cryptophyta_K02036,0.0171057933509294,16,4,24,NO
Ochrophyta_K15173,0.0171057933509294,8,4,24,NO
Rhodophyta_K13354,0.0171057933509294,20,4,24,NO
Dinophyta_K04440,0.017119098262208,16,16,24,NO
Dinophyta_K00683,0.017119098262208,8,16,24,NO
Dinophyta_K10110,0.017119098262208,8,16,24,NO
Dinophyta_K15771,0.017119098262208,8,16,24,NO
Bacillariophyta_K02884,0.017119098262208,8,16,24,NO
Bacillariophyta_K08146,0.017119098262208,8,16,24,NO
Bacillariophyta_K05605,0.017119098262208,8,16,24,NO
Bacillariophyta_K15868,0.017119098262208,8,16,24,NO
Bacillariophyta_K04986,0.017119098262208,16,16,24,NO
Bacillariophyta_K08663,0.017119098262208,16,16,24,NO
Bicosoecida_K14459,0.017119098262208,8,8,24,NO
Cercozoa_K03514,0.017119098262208,8,16,24,NO
Cercozoa_K03260,0.017119098262208,24,8,24,NO
Cercozoa_K17458,0.017119098262208,8,16,24,NO
Chlorophyta_K00342,0.017119098262208,8,16,24,NO
Chlorophyta_K03118,0.017119098262208,8,8,24,NO
Chlorophyta_K14399,0.017119098262208,8,8,24,NO
Cryptophyta_K13491,0.017119098262208,8,16,24,NO
Cryptophyta_K11354,0.017119098262208,24,8,24,NO
Cryptophyta_K10746,0.017119098262208,16,16,24,NO
Glaucophyta_K01115,0.017119098262208,24,8,24,NO
Glaucophyta_K02178,0.017119098262208,8,16,24,NO
Haptophyta_K00573,0.017119098262208,8,8,24,NO
Ochrophyta_K09485,0.017119098262208,24,8,24,NO
Ochrophyta_K11701,0.017119098262208,8,8,24,NO
Ochrophyta_K03153,0.017119098262208,8,16,24,NO
Rhodophyta_K14442,0.017119098262208,8,16,24,NO
Rhodophyta_K11252,0.017119098262208,8,8,24,NO
Rhodophyta_K11124,0.017119098262208,8,8,24,NO
Sarcomastigophora_K13181,0.017119098262208,8,8,24,NO
Ochrophyta_K14067,0.0171545608050988,24,16,24,NO
Rhodophyta_K11493,0.0171733370353644,8,12,24,NO
Dinophyta_K02357,0.0172079308886562,12,12,24,NO
Dinophyta_K11840,0.0172079308886562,4,12,24,NO
Dinophyta_K02876,0.0172079308886562,24,12,24,NO
Dinophyta_K12433,0.0172079308886562,16,12,24,NO
Dinophyta_K10683,0.0172079308886562,12,12,24,NO
Dinophyta_K05929,0.0172079308886562,12,12,24,NO
Dinophyta_K03727,0.0172079308886562,12,12,24,NO
Chromerida_K02896,0.0172079308886562,24,12,24,NO
Bacillariophyta_K16167,0.0172079308886562,4,12,24,NO
Bacillariophyta_K07432,0.0172079308886562,12,12,24,NO
Bacillariophyta_K16872,0.0172079308886562,12,12,24,NO
Bacillariophyta_K09626,0.0172079308886562,16,12,24,NO
Bicosoecida_K02909,0.0172079308886562,4,12,24,NO
Bicosoecida_K07089,0.0172079308886562,4,12,24,NO
Bicosoecida_K08150,0.0172079308886562,4,12,24,NO
Bicosoecida_K08342,0.0172079308886562,4,12,24,NO
Bicosoecida_K11315,0.0172079308886562,4,12,24,NO
Cercozoa_K01968,0.0172079308886562,12,12,24,NO
Cryptophyta_K14778,0.0172079308886562,4,12,24,NO
Cryptophyta_K06669,0.0172079308886562,4,12,24,NO
Cryptophyta_K00485,0.0172079308886562,4,12,24,NO
Cryptophyta_K08578,0.0172079308886562,12,12,24,NO
Cryptophyta_K15271,0.0172079308886562,12,12,24,NO
Cryptophyta_K03627,0.0172079308886562,4,12,24,NO
Euglenozoa_K01772,0.0172079308886562,24,12,24,NO
Euglenozoa_K16785,0.0172079308886562,24,12,24,NO
Euglenozoa_K12573,0.0172079308886562,4,12,24,NO
Euglenozoa_K12585,0.0172079308886562,4,12,24,NO
Glaucophyta_K02706,0.0172079308886562,16,12,24,NO
Haptophyta_K08789,0.0172079308886562,24,12,24,NO
Haptophyta_K12831,0.0172079308886562,24,12,24,NO
Haptophyta_K06996,0.0172079308886562,24,12,24,NO
Haptophyta_K13713,0.0172079308886562,24,12,24,NO
Ochrophyta_K16092,0.0172079308886562,16,12,24,NO
Sarcomastigophora_K11865,0.0172079308886562,4,12,24,NO
Dinophyta_K16531,0.0172279546610472,20,8,24,NO
Ochrophyta_K10817,0.0172279546610472,8,12,24,NO
Chromerida_K04468,0.0172634628424266,12,8,24,NO
Bicosoecida_K03843,0.0172634628424266,4,16,24,NO
Bicosoecida_K08256,0.0172634628424266,4,16,24,NO
Chlorophyta_K11292,0.0172634628424266,8,8,24,NO
Chlorophyta_K12761,0.0172634628424266,12,8,24,NO
Chlorophyta_K08802,0.0172634628424266,12,8,24,NO
Cryptophyta_K04494,0.0172634628424266,8,16,24,NO
Cryptophyta_K01190,0.0172634628424266,8,16,24,NO
Euglenozoa_K08239,0.0172634628424266,24,8,24,NO
Haptophyta_K12953,0.0172634628424266,24,8,24,NO
Ochrophyta_K12795,0.0172634628424266,24,8,24,NO
Ochrophyta_K07396,0.0172634628424266,12,8,24,NO
Ochrophyta_K01751,0.0172634628424266,4,16,24,NO
Ochrophyta_K15389,0.0172634628424266,16,16,24,NO
Dinophyta_K00608,0.0173001193754709,16,8,24,NO
Chlorophyta_K13693,0.0173001193754709,24,16,24,NO
Haptophyta_K07033,0.0173001193754709,24,16,24,NO
Ochrophyta_K04460,0.0173001193754709,24,16,24,NO
Ochrophyta_K15423,0.0173001193754709,24,16,24,NO
Ochrophyta_K07898,0.0173001193754709,24,16,24,NO
Sarcomastigophora_K08853,0.0173158743200701,8,12,24,NO
Bacillariophyta_K04371,0.0173401992499647,12,8,24,NO
Bicosoecida_K07023,0.0173401992499647,4,16,24,NO
Chlorarachniophyta_K15542,0.0173401992499647,20,8,24,NO
Chlorophyta_K01362,0.0173401992499647,20,8,24,NO
Chlorophyta_K13749,0.0173401992499647,4,16,24,NO
Chlorophyta_K13196,0.0173401992499647,12,8,24,NO
Chlorophyta_K01808,0.0173401992499647,4,16,24,NO
Euglenozoa_K02876,0.0173401992499647,12,8,24,NO
Glaucophyta_K06068,0.0173401992499647,20,8,24,NO
Haptophyta_K06027,0.0173401992499647,20,16,24,NO
Haptophyta_K01555,0.0173401992499647,20,16,24,NO
Haptophyta_K03072,0.0173401992499647,20,8,24,NO
Ochrophyta_K08582,0.0173401992499647,4,16,24,NO
Ochrophyta_K15421,0.0173401992499647,12,8,24,NO
Rhodophyta_K12827,0.0173401992499647,4,16,24,NO
Rhodophyta_K17617,0.0173401992499647,4,16,24,NO
Rhodophyta_K01354,0.0173401992499647,12,8,24,NO
Rhodophyta_K11188,0.0173401992499647,4,16,24,NO
Sarcomastigophora_K09565,0.0173401992499647,20,16,24,NO
Bacillariophyta_K06314,0.0173580179306281,12,4,24,NO
Cryptophyta_K07953,0.0173580179306281,4,20,24,NO
Haptophyta_K16175,0.0173580179306281,24,4,24,NO
Bacillariophyta_K02881,0.0173675972199006,8,4,24,NO
Cryptophyta_K06127,0.0173675972199006,4,4,24,NO
Ochrophyta_K08802,0.0173675972199006,8,4,24,NO
Bicosoecida_K05940,0.0174254345867993,20,12,24,NO
Cryptophyta_K03072,0.0174254345867993,8,12,24,NO
Rhodophyta_K00338,0.0174254345867993,8,8,24,NO
Rhodophyta_K03941,0.0174254345867993,8,8,24,NO
Dinophyta_K08100,0.0174598576834624,24,8,24,NO
Bacillariophyta_K00164,0.0174598576834624,20,8,24,NO
Bacillariophyta_K00671,0.0174598576834624,4,12,24,NO
Bicosoecida_K00146,0.0174598576834624,20,16,24,NO
Dinophyta_K03500,0.0174745467937018,12,12,24,NO
Rhodophyta_K12814,0.0175147619266458,12,4,24,NO
Haptophyta_K01858,0.0175175560292835,20,8,24,NO
Chlorophyta_K07047,0.0175377583810044,8,8,24,NO
Rhodophyta_K14833,0.0176334168275901,8,20,24,NO
Bacillariophyta_K12398,0.0176414770610091,24,12,24,NO
Bacillariophyta_K01496,0.0176414770610091,12,16,24,NO
Chlorophyta_K15370,0.0176414770610091,4,20,24,NO
Cryptophyta_K06196,0.0176414770610091,24,4,24,NO
Cryptophyta_K08486,0.0176414770610091,24,20,24,NO
Ochrophyta_K02041,0.0176414770610091,8,12,24,NO
Bicosoecida_K05688,0.0176956482940649,8,4,24,NO
Haptophyta_K00833,0.0177122008426694,20,8,24,NO
Haptophyta_K04392,0.0177122008426694,24,8,24,NO
Haptophyta_K04393,0.0177122008426694,24,8,24,NO
Rhodophyta_K10629,0.0177122008426694,8,12,24,NO
Bacillariophyta_K02900,0.0177194164818874,4,8,24,NO
Cercozoa_K03403,0.0177739721497307,20,4,24,NO
Dinophyta_K13199,0.0178038621926963,8,16,24,NO
Chromerida_K02942,0.0178038621926963,24,8,24,NO
Chromerida_K01049,0.0178038621926963,8,16,24,NO
Chromerida_K12298,0.0178038621926963,8,16,24,NO
Bacillariophyta_K00877,0.0178038621926963,8,8,24,NO
Chlorarachniophyta_K05655,0.0178038621926963,16,16,24,NO
Chlorarachniophyta_K05656,0.0178038621926963,16,16,24,NO
Chlorarachniophyta_K05657,0.0178038621926963,16,16,24,NO
Chlorophyta_K14288,0.0178038621926963,8,8,24,NO
Chlorophyta_K14170,0.0178038621926963,8,16,24,NO
Cryptophyta_K03426,0.0178038621926963,8,8,24,NO
Ochrophyta_K03515,0.0178038621926963,8,8,24,NO
Ochrophyta_K05776,0.0178038621926963,8,8,24,NO
Rhodophyta_K00979,0.0178038621926963,24,8,24,NO
Dinophyta_K06837,0.0178093865551928,8,12,24,NO
Chlorophyta_K13430,0.017814351605295,16,20,24,NO
Haptophyta_K12434,0.0178346029747317,24,12,24,NO
Dinophyta_K06573,0.0178962481242024,16,12,24,NO
Dinophyta_K03530,0.0178962481242024,24,12,24,NO
Bacillariophyta_K05692,0.0178962481242024,24,12,24,NO
Bacillariophyta_K06066,0.0178962481242024,24,12,24,NO
Bacillariophyta_K09919,0.0178962481242024,4,12,24,NO
Bacillariophyta_K13819,0.0178962481242024,4,12,24,NO
Bacillariophyta_K05019,0.0178962481242024,16,12,24,NO
Bicosoecida_K03767,0.0178962481242024,24,12,24,NO
Cercozoa_K09506,0.0178962481242024,12,12,24,NO
Cercozoa_K09242,0.0178962481242024,24,12,24,NO
Cercozoa_K14709,0.0178962481242024,12,12,24,NO
Chlorophyta_K15109,0.0178962481242024,4,12,24,NO
Chlorophyta_K14379,0.0178962481242024,4,12,24,NO
Chlorophyta_K07878,0.0178962481242024,24,12,24,NO
Cryptophyta_K01338,0.0178962481242024,4,12,24,NO
Cryptophyta_K11411,0.0178962481242024,4,12,24,NO
Cryptophyta_K04612,0.0178962481242024,24,12,24,NO
Haptophyta_K10401,0.0178962481242024,24,12,24,NO
Haptophyta_K08829,0.0178962481242024,24,12,24,NO
Haptophyta_K03248,0.0178962481242024,24,12,24,NO
Haptophyta_K12397,0.0178962481242024,24,12,24,NO
Haptophyta_K10276,0.0178962481242024,4,12,24,NO
Ochrophyta_K12893,0.0178962481242024,24,12,24,NO
Ochrophyta_K08737,0.0178962481242024,4,12,24,NO
Ochrophyta_K02120,0.0178962481242024,24,12,24,NO
Rhodophyta_K13917,0.0178962481242024,24,12,24,NO
Rhodophyta_K08837,0.0178962481242024,24,12,24,NO
Rhodophyta_K08795,0.0178962481242024,4,12,24,NO
Sarcomastigophora_K07588,0.0178962481242024,24,12,24,NO
Rhodophyta_K08805,0.0179769961680493,8,16,24,NO
Dinophyta_K15447,0.0179921241504897,16,8,24,NO
Bicosoecida_K16262,0.0179921241504897,16,8,24,NO
Bicosoecida_K05929,0.0179921241504897,24,16,24,NO
Cryptophyta_K03524,0.0179921241504897,24,16,24,NO
Ochrophyta_K08957,0.0179921241504897,24,16,24,NO
Bacillariophyta_K14950,0.0180140481834016,8,8,24,NO
Bacillariophyta_K17675,0.0180140481834016,8,16,24,NO
Bicosoecida_K11824,0.0180140481834016,20,16,24,NO
Bicosoecida_K15002,0.0180140481834016,12,8,24,NO
Cercozoa_K14803,0.0180140481834016,8,16,24,NO
Chlorophyta_K14501,0.0180140481834016,8,8,24,NO
Chlorophyta_K01920,0.0180140481834016,12,8,24,NO
Chlorophyta_K13789,0.0180140481834016,8,8,24,NO
Cryptophyta_K02600,0.0180140481834016,8,16,24,NO
Haptophyta_K14441,0.0180140481834016,8,4,24,NO
Haptophyta_K01298,0.0180140481834016,4,16,24,NO
Rhodophyta_K14650,0.0180140481834016,4,16,24,NO
Chlorophyta_K12163,0.0180256340048831,24,4,24,NO
Haptophyta_K11426,0.0180256340048831,12,4,24,NO
Ochrophyta_K03064,0.0180256340048831,24,4,24,NO
Dinophyta_K00513,0.0180694788970379,24,4,24,NO
Bacillariophyta_K06826,0.0180694788970379,4,8,24,NO
Glaucophyta_K08712,0.0180694788970379,24,20,24,NO
Rhodophyta_K05591,0.0180694788970379,8,12,24,NO
Rhodophyta_K03874,0.0180694788970379,16,12,24,NO
Dinophyta_K07963,0.0180941209564849,20,16,24,NO
Dinophyta_K03417,0.0180941209564849,20,8,24,NO
Dinophyta_K03770,0.0180941209564849,20,16,24,NO
Dinophyta_K12042,0.0180941209564849,20,16,24,NO
Dinophyta_K02895,0.0180941209564849,20,16,24,NO
Dinophyta_K12451,0.0180941209564849,20,8,24,NO
Dinophyta_K02074,0.0180941209564849,12,8,24,NO
Dinophyta_K07250,0.0180941209564849,12,8,24,NO
Dinophyta_K04040,0.0180941209564849,12,8,24,NO
Dinophyta_K02347,0.0180941209564849,20,8,24,NO
Bacillariophyta_K09810,0.0180941209564849,12,8,24,NO
Bacillariophyta_K03727,0.0180941209564849,12,8,24,NO
Bacillariophyta_K09015,0.0180941209564849,4,16,24,NO
Bacillariophyta_K02363,0.0180941209564849,20,8,24,NO
Bicosoecida_K12585,0.0180941209564849,4,16,24,NO
Bicosoecida_K01939,0.0180941209564849,12,8,24,NO
Cercozoa_K16196,0.0180941209564849,12,8,24,NO
Chlorophyta_K13126,0.0180941209564849,4,16,24,NO
Chlorophyta_K05781,0.0180941209564849,12,8,24,NO
Chlorophyta_K06675,0.0180941209564849,4,16,24,NO
Chlorophyta_K08261,0.0180941209564849,4,16,24,NO
Cryptophyta_K08906,0.0180941209564849,20,16,24,NO
Euglenozoa_K13754,0.0180941209564849,4,16,24,NO
Haptophyta_K11329,0.0180941209564849,20,8,24,NO
Haptophyta_K03238,0.0180941209564849,20,16,24,NO
Haptophyta_K07114,0.0180941209564849,20,8,24,NO
Haptophyta_K09572,0.0180941209564849,4,16,24,NO
Ochrophyta_K09419,0.0180941209564849,12,8,24,NO
Ochrophyta_K04772,0.0180941209564849,20,16,24,NO
Ochrophyta_K01132,0.0180941209564849,4,16,24,NO
Ochrophyta_K02705,0.0180941209564849,20,8,24,NO
Rhodophyta_K11855,0.0180941209564849,20,16,24,NO
Sarcomastigophora_K04563,0.0180941209564849,4,16,24,NO
Sarcomastigophora_K14607,0.0180941209564849,4,16,24,NO
Sarcomastigophora_K11688,0.0180941209564849,12,8,24,NO
Sarcomastigophora_K11689,0.0180941209564849,12,8,24,NO
Sarcomastigophora_K11690,0.0180941209564849,12,8,24,NO
Sarcomastigophora_K13041,0.0180941209564849,12,8,24,NO
Dinophyta_K03589,0.018102959516437,8,12,24,NO
Bacillariophyta_K04962,0.018102959516437,8,12,24,NO
Cercozoa_K12842,0.018102959516437,20,12,24,NO
Cryptophyta_K01389,0.018102959516437,8,12,24,NO
Haptophyta_K00295,0.018102959516437,20,12,24,NO
Ochrophyta_K01316,0.018102959516437,8,12,24,NO
Sarcomastigophora_K01738,0.018102959516437,8,12,24,NO
Dinophyta_K14820,0.0181227101425049,12,20,24,NO
Chromerida_K12835,0.0181227101425049,8,20,24,NO
Chlorophyta_K05579,0.0181227101425049,8,20,24,NO
Cryptophyta_K05609,0.0181227101425049,16,4,24,NO
Glaucophyta_K03361,0.0181227101425049,20,4,24,NO
Ochrophyta_K03921,0.0181227101425049,12,20,24,NO
Rhodophyta_K03016,0.0181227101425049,24,20,24,NO
Sarcomastigophora_K14832,0.0181227101425049,8,20,24,NO
Glaucophyta_K03064,0.0181678133791382,24,12,24,NO
Bacillariophyta_K09493,0.0181830621775297,20,16,24,NO
Chlorophyta_K03357,0.0181830621775297,8,12,24,NO
Glaucophyta_K02703,0.0182091196147884,20,8,24,NO
Dinophyta_K07647,0.0183002696149611,4,8,24,NO
Dinophyta_K14978,0.0183002696149611,4,8,24,NO
Chlorophyta_K01922,0.0183002696149611,24,16,24,NO
Glaucophyta_K02881,0.0183002696149611,8,16,24,NO
Haptophyta_K10404,0.0183002696149611,24,12,24,NO
Haptophyta_K01530,0.0183002696149611,24,16,24,NO
Haptophyta_K11480,0.0183002696149611,24,12,24,NO
Bacillariophyta_K03061,0.0183199954095095,24,4,24,NO
Bacillariophyta_K14785,0.0183199954095095,20,4,24,NO
Cryptophyta_K00912,0.018356490610663,8,16,24,NO
Cryptophyta_K00979,0.018356490610663,8,16,24,NO
Dinophyta_K10068,0.0184502092111139,8,8,24,NO
Haptophyta_K14807,0.0184502092111139,20,16,24,NO
Rhodophyta_K15279,0.0184502092111139,24,12,24,NO
Bicosoecida_K07127,0.0184741424054911,20,16,24,NO
Bicosoecida_K13986,0.0184741424054911,20,16,24,NO
Haptophyta_K00129,0.0184741424054911,4,8,24,NO
Bacillariophyta_K06954,0.0184886261231846,8,16,24,NO
Cercozoa_K05860,0.0184886261231846,24,8,24,NO
Cercozoa_K15501,0.0184886261231846,24,8,24,NO
Chlorarachniophyta_K04372,0.0184886261231846,8,16,24,NO
Chlorarachniophyta_K08802,0.0184886261231846,8,16,24,NO
Chlorarachniophyta_K08811,0.0184886261231846,8,16,24,NO
Chlorophyta_K00999,0.0184886261231846,8,16,24,NO
Haptophyta_K02034,0.0184886261231846,24,8,24,NO
Rhodophyta_K09479,0.0184886261231846,24,8,24,NO
Sarcomastigophora_K12852,0.0184886261231846,24,8,24,NO
Sarcomastigophora_K00453,0.0184886261231846,24,8,24,NO
Sarcomastigophora_K03446,0.0184886261231846,24,8,24,NO
Cercozoa_K01527,0.0185818799747184,4,16,24,NO
Cryptophyta_K05833,0.0185818799747184,4,8,24,NO
Haptophyta_K06639,0.0185818799747184,24,20,24,NO
Ochrophyta_K09917,0.0185818799747184,16,8,24,NO
Dinophyta_K14592,0.0185845653597487,24,12,24,NO
Dinophyta_K09210,0.0185845653597487,4,12,24,NO
Chlorophyta_K15892,0.0185845653597487,12,12,24,NO
Cryptophyta_K07515,0.0185845653597487,24,12,24,NO
Cryptophyta_K03737,0.0185845653597487,12,12,24,NO
Cryptophyta_K12436,0.0185845653597487,16,12,24,NO
Ochrophyta_K00338,0.0185845653597487,24,12,24,NO
Ochrophyta_K03941,0.0185845653597487,24,12,24,NO
Sarcomastigophora_K00150,0.0185845653597487,16,12,24,NO
Haptophyta_K07211,0.0186014288855495,4,4,24,NO
Bicosoecida_K06957,0.0186100204953722,4,12,24,NO
Bicosoecida_K14521,0.0186100204953722,4,12,24,NO
Ochrophyta_K01366,0.0186100204953722,24,12,24,NO
Dinophyta_K07001,0.0186841289255085,16,8,24,NO
Dinophyta_K00117,0.0186841289255085,16,8,24,NO
Bacillariophyta_K01265,0.0186841289255085,24,16,24,NO
Bacillariophyta_K10125,0.0186841289255085,24,16,24,NO
Bacillariophyta_K10847,0.0186841289255085,24,16,24,NO
Ochrophyta_K01142,0.0186841289255085,24,16,24,NO
Dinophyta_K17804,0.018693250079138,12,4,24,NO
Dinophyta_K00286,0.018693250079138,16,20,24,NO
Dinophyta_K03848,0.018693250079138,4,20,24,NO
Dinophyta_K16687,0.018693250079138,4,20,24,NO
Chlorophyta_K06826,0.018693250079138,4,20,24,NO
Chlorophyta_K12180,0.018693250079138,12,4,24,NO
Haptophyta_K03009,0.018693250079138,24,4,24,NO
Haptophyta_K06153,0.018693250079138,24,4,24,NO
Haptophyta_K11464,0.018693250079138,24,4,24,NO
Haptophyta_K11939,0.018693250079138,24,4,24,NO
Haptophyta_K15554,0.018693250079138,24,4,24,NO
Sarcomastigophora_K13190,0.018693250079138,4,20,24,NO
Dinophyta_K01829,0.0187646335243767,20,16,24,NO
Dinophyta_K03070,0.0187646335243767,8,16,24,NO
Chlorophyta_K06627,0.0187646335243767,12,8,24,NO
Chlorophyta_K11967,0.0187646335243767,12,8,24,NO
Rhodophyta_K10685,0.0187646335243767,8,16,24,NO
Rhodophyta_K03301,0.0187646335243767,8,8,24,NO
Haptophyta_K12761,0.0187928986722754,24,12,24,NO
Dinophyta_K12403,0.0188480426630051,20,16,24,NO
Dinophyta_K00955,0.0188480426630051,20,16,24,NO
Dinophyta_K16013,0.0188480426630051,12,8,24,NO
Dinophyta_K04759,0.0188480426630051,20,8,24,NO
Dinophyta_K15404,0.0188480426630051,12,8,24,NO
Bacillariophyta_K05654,0.0188480426630051,12,8,24,NO
Bacillariophyta_K08596,0.0188480426630051,12,8,24,NO
Cryptophyta_K05674,0.0188480426630051,12,8,24,NO
Cryptophyta_K16599,0.0188480426630051,12,8,24,NO
Euglenozoa_K12180,0.0188480426630051,4,16,24,NO
Haptophyta_K16943,0.0188480426630051,12,8,24,NO
Haptophyta_K02428,0.0188480426630051,12,8,24,NO
Haptophyta_K03439,0.0188480426630051,20,8,24,NO
Haptophyta_K00485,0.0188480426630051,12,8,24,NO
Ochrophyta_K07181,0.0188480426630051,4,16,24,NO
Ochrophyta_K04654,0.0188480426630051,20,8,24,NO
Rhodophyta_K02606,0.0188480426630051,4,16,24,NO
Sarcomastigophora_K12326,0.0188480426630051,4,16,24,NO
Dinophyta_K12751,0.0188551084143004,24,8,24,NO
Chlorophyta_K10772,0.0188551084143004,8,12,24,NO
Chlorophyta_K07574,0.0188551084143004,20,12,24,NO
Glaucophyta_K07033,0.0188551084143004,12,12,24,NO
Rhodophyta_K08955,0.0188551084143004,12,12,24,NO
Sarcomastigophora_K01490,0.0188551084143004,8,12,24,NO
Chromerida_K08957,0.0188566462981394,12,8,24,NO
Chlorophyta_K10593,0.0188566462981394,8,16,24,NO
Bacillariophyta_K06676,0.0188778230651093,8,4,24,NO
Bicosoecida_K02234,0.0188778230651093,24,20,24,NO
Chlorophyta_K04096,0.0188778230651093,24,20,24,NO
Chlorophyta_K05355,0.0188778230651093,8,4,24,NO
Euglenozoa_K01810,0.0188778230651093,24,20,24,NO
Rhodophyta_K10357,0.0188778230651093,4,4,24,NO
Chromerida_K14786,0.0188900447128038,8,12,24,NO
Bacillariophyta_K03086,0.0188900447128038,8,12,24,NO
Bacillariophyta_K00392,0.0188900447128038,20,12,24,NO
Chlorarachniophyta_K02930,0.0188900447128038,8,12,24,NO
Chlorophyta_K15979,0.0188900447128038,8,12,24,NO
Chlorophyta_K13619,0.0188900447128038,8,12,24,NO
Chlorophyta_K01426,0.0188900447128038,8,12,24,NO
Cryptophyta_K09404,0.0188900447128038,8,12,24,NO
Cryptophyta_K12111,0.0188900447128038,8,12,24,NO
Haptophyta_K06022,0.0188900447128038,8,12,24,NO
Haptophyta_K11745,0.0188900447128038,8,12,24,NO
Haptophyta_K03023,0.0188900447128038,8,12,24,NO
Ochrophyta_K00101,0.0188900447128038,8,12,24,NO
Ochrophyta_K01423,0.0188900447128038,8,12,24,NO
Rhodophyta_K17501,0.0188900447128038,8,12,24,NO
Sarcomastigophora_K01697,0.0188900447128038,8,12,24,NO
Chlorophyta_K01280,0.0189173815503001,8,12,24,NO
Dinophyta_K03839,0.0189406897682601,20,12,24,NO
Cercozoa_K02202,0.0189406897682601,8,12,24,NO
Chlorophyta_K11353,0.0189406897682601,4,4,24,NO
Cryptophyta_K11209,0.0189406897682601,8,12,24,NO
Sarcomastigophora_K15152,0.0189406897682601,8,12,24,NO
Haptophyta_K10730,0.018956406617709,4,8,24,NO
Haptophyta_K00931,0.018956406617709,12,16,24,NO
Dinophyta_K04946,0.0190024628117643,16,12,24,NO
Bicosoecida_K08574,0.0190024628117643,24,12,24,NO
Chlorophyta_K02689,0.0190024628117643,12,12,24,NO
Ochrophyta_K08673,0.0190024628117643,4,12,24,NO
Ochrophyta_K13960,0.0190244311418839,12,12,24,NO
Cryptophyta_K00490,0.0190627808489178,8,16,24,NO
Cryptophyta_K07427,0.0190627808489178,8,16,24,NO
Bicosoecida_K15507,0.0190814855948494,4,4,24,NO
Dinophyta_K13995,0.0191733900536729,16,16,24,NO
Dinophyta_K11869,0.0191733900536729,16,16,24,NO
Bacillariophyta_K11136,0.0191733900536729,8,8,24,NO
Bacillariophyta_K15289,0.0191733900536729,8,16,24,NO
Bacillariophyta_K01278,0.0191733900536729,8,8,24,NO
Cercozoa_K17824,0.0191733900536729,8,8,24,NO
