,pVal,phase,peak.shape,period,diel
Chlorarachniophyta_K03529,0.902328799286047,4,12,24,NO
Chlorarachniophyta_K06669,0.902328799286047,4,12,24,NO
Chlorophyta_K10304,0.902328799286047,8,8,24,NO
Cryptophyta_K01760,0.902328799286047,16,4,24,NO
Cryptophyta_K17458,0.902328799286047,8,12,24,NO
Cryptophyta_K06070,0.902328799286047,8,16,24,NO
Haptophyta_K14077,0.902328799286047,4,16,24,NO
Ochrophyta_K01473,0.902328799286047,4,16,24,NO
Rhodophyta_K14439,0.902328799286047,12,8,24,NO
Rhodophyta_K17087,0.902328799286047,4,16,24,NO
Rhodophyta_K03934,0.902328799286047,20,8,24,NO
Bacillariophyta_K01885,0.902776627541698,8,20,24,NO
Chlorophyta_K11798,0.902776627541698,8,4,24,NO
Ochrophyta_K03727,0.902776627541698,12,4,24,NO
Rhodophyta_K06175,0.902776627541698,8,4,24,NO
Dinophyta_K05871,0.902821438218795,16,8,24,NO
Bacillariophyta_K02927,0.902821438218795,24,4,24,NO
Bacillariophyta_K00410,0.902821438218795,8,8,24,NO
Bacillariophyta_K16772,0.902821438218795,4,16,24,NO
Bicosoecida_K09283,0.902821438218795,12,8,24,NO
Bicosoecida_K03036,0.902821438218795,20,12,24,NO
Cercozoa_K14593,0.902821438218795,20,16,24,NO
Chlorophyta_K00873,0.902821438218795,8,12,24,NO
Chlorophyta_K02622,0.902821438218795,24,12,24,NO
Euglenozoa_K00936,0.902821438218795,8,8,24,NO
Euglenozoa_K03452,0.902821438218795,20,4,24,NO
Haptophyta_K00060,0.902821438218795,24,20,24,NO
Ochrophyta_K04575,0.902821438218795,4,12,24,NO
Ochrophyta_K00479,0.902821438218795,8,12,24,NO
Rhodophyta_K00769,0.902821438218795,24,4,24,NO
Rhodophyta_K16274,0.902821438218795,20,12,24,NO
Dinophyta_K07576,0.903212224389744,16,16,24,NO
Dinophyta_K08041,0.903212224389744,16,16,24,NO
Bacillariophyta_K02328,0.903212224389744,24,8,24,NO
Cercozoa_K06878,0.903212224389744,16,16,24,NO
Chlorophyta_K16600,0.903212224389744,16,16,24,NO
Chlorophyta_K14067,0.903212224389744,24,8,24,NO
Chlorophyta_K00431,0.903212224389744,8,8,24,NO
Chlorophyta_K12550,0.903212224389744,8,8,24,NO
Euglenozoa_K06890,0.903212224389744,24,8,24,NO
Haptophyta_K00575,0.903212224389744,8,16,24,NO
Sarcomastigophora_K10900,0.903212224389744,8,8,24,NO
Dinophyta_K15503,0.90340198654209,4,4,24,NO
Bacillariophyta_K08766,0.90340198654209,8,12,24,NO
Bacillariophyta_K07090,0.90340198654209,8,12,24,NO
Bacillariophyta_K08097,0.90340198654209,16,4,24,NO
Bacillariophyta_K03824,0.90340198654209,16,12,24,NO
Cercozoa_K12489,0.90340198654209,8,12,24,NO
Cercozoa_K08679,0.90340198654209,24,8,24,NO
Chlorophyta_K14572,0.90340198654209,8,12,24,NO
Chlorophyta_K14438,0.90340198654209,20,20,24,NO
Chlorophyta_K07957,0.90340198654209,24,4,24,NO
Cryptophyta_K01669,0.90340198654209,8,12,24,NO
Cryptophyta_K10636,0.90340198654209,8,8,24,NO
Glaucophyta_K03254,0.90340198654209,8,8,24,NO
Haptophyta_K10273,0.90340198654209,20,12,24,NO
Ochrophyta_K00549,0.90340198654209,16,4,24,NO
Ochrophyta_K10273,0.90340198654209,20,12,24,NO
Rhodophyta_K05665,0.90340198654209,24,20,24,NO
Dinophyta_K17800,0.90349464141425,12,16,24,NO
Dinophyta_K01554,0.90349464141425,4,8,24,NO
Dinophyta_K13509,0.90349464141425,12,16,24,NO
Chromerida_K08859,0.90349464141425,4,8,24,NO
Bacillariophyta_K16289,0.90349464141425,12,4,24,NO
Cercozoa_K13116,0.90349464141425,12,16,24,NO
Cercozoa_K11681,0.90349464141425,12,16,24,NO
Cercozoa_K03110,0.90349464141425,4,8,24,NO
Chlorophyta_K11108,0.90349464141425,4,8,24,NO
Chlorophyta_K15028,0.90349464141425,8,4,24,NO
Cryptophyta_K15095,0.90349464141425,4,8,24,NO
Euglenozoa_K02155,0.90349464141425,4,8,24,NO
Haptophyta_K13170,0.90349464141425,4,8,24,NO
Haptophyta_K17318,0.90349464141425,4,8,24,NO
Ochrophyta_K05546,0.90349464141425,8,20,24,NO
Ochrophyta_K14844,0.90349464141425,8,20,24,NO
Ochrophyta_K02052,0.90349464141425,4,8,24,NO
Ochrophyta_K00116,0.90349464141425,8,20,24,NO
Sarcomastigophora_K13303,0.90349464141425,24,4,24,NO
Dinophyta_K04413,0.903582847859717,4,16,24,NO
Dinophyta_K02563,0.903582847859717,12,8,24,NO
Chromerida_K05849,0.903582847859717,20,20,24,NO
Bacillariophyta_K02038,0.903582847859717,24,4,24,NO
Bicosoecida_K14826,0.903582847859717,24,8,24,NO
Bicosoecida_K00387,0.903582847859717,24,20,24,NO
Bicosoecida_K07147,0.903582847859717,24,20,24,NO
Cercozoa_K13444,0.903582847859717,24,20,24,NO
Ochrophyta_K17266,0.903582847859717,12,20,24,NO
Rhodophyta_K03841,0.903582847859717,12,8,24,NO
Dinophyta_K01343,0.903611112513905,20,16,24,NO
Dinophyta_K10325,0.903611112513905,24,12,24,NO
Bacillariophyta_K01488,0.903611112513905,24,12,24,NO
Bacillariophyta_K08779,0.903611112513905,24,12,24,NO
Cercozoa_K07936,0.903611112513905,12,4,24,NO
Cercozoa_K02981,0.903611112513905,20,16,24,NO
Chlorarachniophyta_K01362,0.903611112513905,8,20,24,NO
Chlorarachniophyta_K04772,0.903611112513905,8,20,24,NO
Chlorarachniophyta_K06961,0.903611112513905,8,4,24,NO
Chlorophyta_K01960,0.903611112513905,8,4,24,NO
Cryptophyta_K08827,0.903611112513905,12,12,24,NO
Cryptophyta_K17737,0.903611112513905,8,4,24,NO
Euglenozoa_K07877,0.903611112513905,12,20,24,NO
Glaucophyta_K11540,0.903611112513905,24,4,24,NO
Glaucophyta_K11541,0.903611112513905,24,4,24,NO
Ochrophyta_K06943,0.903611112513905,12,12,24,NO
Ochrophyta_K03163,0.903611112513905,8,20,24,NO
Ochrophyta_K00343,0.903611112513905,8,4,24,NO
Rhodophyta_K13291,0.903611112513905,12,8,24,NO
Rhodophyta_K01968,0.903611112513905,4,4,24,NO
Rhodophyta_K03108,0.903611112513905,4,20,24,NO
Dinophyta_K10699,0.903747540762959,12,12,24,NO
Dinophyta_K14735,0.903747540762959,16,8,24,NO
Dinophyta_K01686,0.903747540762959,20,12,24,NO
Dinophyta_K07922,0.903747540762959,16,16,24,NO
Chromerida_K08848,0.903747540762959,20,16,24,NO
Bacillariophyta_K11294,0.903747540762959,4,16,24,NO
Bacillariophyta_K00811,0.903747540762959,20,12,24,NO
Bacillariophyta_K04984,0.903747540762959,12,4,24,NO
Bacillariophyta_K07793,0.903747540762959,20,12,24,NO
Cercozoa_K12879,0.903747540762959,24,12,24,NO
Cercozoa_K17756,0.903747540762959,20,12,24,NO
Cercozoa_K17266,0.903747540762959,12,16,24,NO
Chlorarachniophyta_K07910,0.903747540762959,20,12,24,NO
Chlorarachniophyta_K11275,0.903747540762959,24,4,24,NO
Chlorophyta_K00535,0.903747540762959,8,12,24,NO
Chlorophyta_K17808,0.903747540762959,20,8,24,NO
Chlorophyta_K01626,0.903747540762959,24,12,24,NO
Chlorophyta_K13202,0.903747540762959,24,16,24,NO
Chlorophyta_K08098,0.903747540762959,4,8,24,NO
Chlorophyta_K02232,0.903747540762959,24,8,24,NO
Chlorophyta_K08683,0.903747540762959,8,12,24,NO
Chlorophyta_K11610,0.903747540762959,8,12,24,NO
Chlorophyta_K14008,0.903747540762959,8,12,24,NO
Chlorophyta_K11674,0.903747540762959,8,12,24,NO
Cryptophyta_K02866,0.903747540762959,4,12,24,NO
Cryptophyta_K02908,0.903747540762959,24,12,24,NO
Euglenozoa_K10117,0.903747540762959,8,12,24,NO
Euglenozoa_K08070,0.903747540762959,16,8,24,NO
Euglenozoa_K08372,0.903747540762959,16,8,24,NO
Euglenozoa_K01368,0.903747540762959,8,12,24,NO
Euglenozoa_K16290,0.903747540762959,8,12,24,NO
Euglenozoa_K16292,0.903747540762959,8,12,24,NO
Glaucophyta_K12318,0.903747540762959,16,16,24,NO
Glaucophyta_K12323,0.903747540762959,16,16,24,NO
Glaucophyta_K01586,0.903747540762959,8,16,24,NO
Haptophyta_K00412,0.903747540762959,8,8,24,NO
Haptophyta_K15001,0.903747540762959,4,20,24,NO
Ochrophyta_K03251,0.903747540762959,4,8,24,NO
Ochrophyta_K01881,0.903747540762959,8,12,24,NO
Ochrophyta_K07865,0.903747540762959,8,8,24,NO
Ochrophyta_K09255,0.903747540762959,24,4,24,NO
Ochrophyta_K15849,0.903747540762959,4,12,24,NO
Ochrophyta_K14784,0.903747540762959,20,16,24,NO
Rhodophyta_K03816,0.903747540762959,8,8,24,NO
Rhodophyta_K00327,0.903747540762959,12,16,24,NO
Rhodophyta_K13679,0.903747540762959,16,8,24,NO
Rhodophyta_K00078,0.903747540762959,20,4,24,NO
Rhodophyta_K10217,0.903747540762959,4,16,24,NO
Sarcomastigophora_K05730,0.903747540762959,24,16,24,NO
Sarcomastigophora_K03248,0.903747540762959,12,8,24,NO
Sarcomastigophora_K10441,0.903747540762959,4,16,24,NO
Bacillariophyta_K03106,0.903987602169719,20,4,24,NO
Bacillariophyta_K01154,0.903987602169719,12,8,24,NO
Bacillariophyta_K01139,0.903987602169719,4,16,24,NO
Bacillariophyta_K00481,0.903987602169719,8,20,24,NO
Bacillariophyta_K14061,0.903987602169719,8,20,24,NO
Bacillariophyta_K16845,0.903987602169719,8,20,24,NO
Bacillariophyta_K16846,0.903987602169719,8,20,24,NO
Bacillariophyta_K16850,0.903987602169719,8,20,24,NO
Cercozoa_K10875,0.903987602169719,20,16,24,NO
Cercozoa_K09550,0.903987602169719,8,16,24,NO
Chlorophyta_K17506,0.903987602169719,12,8,24,NO
Chlorophyta_K15382,0.903987602169719,8,16,24,NO
Cryptophyta_K16311,0.903987602169719,8,8,24,NO
Haptophyta_K04842,0.903987602169719,24,20,24,NO
Ochrophyta_K00341,0.903987602169719,4,16,24,NO
Ochrophyta_K09418,0.903987602169719,12,4,24,NO
Ochrophyta_K03878,0.903987602169719,4,4,24,NO
Rhodophyta_K00012,0.903987602169719,24,8,24,NO
Rhodophyta_K03341,0.903987602169719,20,20,24,NO
Sarcomastigophora_K02667,0.903987602169719,12,8,24,NO
Dinophyta_K12158,0.904281968082844,16,12,24,NO
Dinophyta_K09638,0.904281968082844,24,12,24,NO
Chromerida_K02930,0.904281968082844,24,12,24,NO
Bacillariophyta_K01810,0.904281968082844,20,8,24,NO
Bacillariophyta_K01531,0.904281968082844,12,8,24,NO
Bacillariophyta_K06316,0.904281968082844,8,16,24,NO
Bacillariophyta_K00857,0.904281968082844,8,4,24,NO
Bacillariophyta_K08384,0.904281968082844,12,8,24,NO
Bicosoecida_K17043,0.904281968082844,4,12,24,NO
Bicosoecida_K03164,0.904281968082844,20,4,24,NO
Cercozoa_K04567,0.904281968082844,16,12,24,NO
Chlorarachniophyta_K07789,0.904281968082844,16,12,24,NO
Chlorophyta_K10865,0.904281968082844,12,12,24,NO
Chlorophyta_K09761,0.904281968082844,4,8,24,NO
Chlorophyta_K01407,0.904281968082844,16,12,24,NO
Chlorophyta_K10871,0.904281968082844,12,16,24,NO
Cryptophyta_K16630,0.904281968082844,4,12,24,NO
Cryptophyta_K03734,0.904281968082844,4,16,24,NO
Cryptophyta_K01611,0.904281968082844,24,16,24,NO
Euglenozoa_K00288,0.904281968082844,16,12,24,NO
Euglenozoa_K01938,0.904281968082844,16,12,24,NO
Euglenozoa_K13402,0.904281968082844,16,12,24,NO
Haptophyta_K15113,0.904281968082844,16,12,24,NO
Ochrophyta_K11808,0.904281968082844,20,8,24,NO
Ochrophyta_K07401,0.904281968082844,12,12,24,NO
Ochrophyta_K07427,0.904281968082844,24,12,24,NO
Ochrophyta_K07440,0.904281968082844,8,16,24,NO
Rhodophyta_K01509,0.904281968082844,12,12,24,NO
Rhodophyta_K00949,0.904281968082844,8,8,24,NO
Rhodophyta_K02234,0.904281968082844,12,8,24,NO
Rhodophyta_K04042,0.904281968082844,4,16,24,NO
Rhodophyta_K00253,0.904281968082844,20,16,24,NO
Rhodophyta_K17498,0.904281968082844,8,16,24,NO
Sarcomastigophora_K00251,0.904281968082844,4,12,24,NO
Sarcomastigophora_K05954,0.904281968082844,8,20,24,NO
Dinophyta_K10754,0.904386123635092,12,20,24,NO
Dinophyta_K12401,0.904386123635092,12,20,24,NO
Dinophyta_K05020,0.904386123635092,12,20,24,NO
Dinophyta_K05652,0.904386123635092,4,16,24,NO
Dinophyta_K09703,0.904386123635092,24,20,24,NO
Dinophyta_K13379,0.904386123635092,20,20,24,NO
Chromerida_K07944,0.904386123635092,20,4,24,NO
Bacillariophyta_K02367,0.904386123635092,8,8,24,NO
Bacillariophyta_K01276,0.904386123635092,16,20,24,NO
Bacillariophyta_K13192,0.904386123635092,4,20,24,NO
Bicosoecida_K16329,0.904386123635092,8,12,24,NO
Bicosoecida_K16330,0.904386123635092,8,12,24,NO
Cercozoa_K02295,0.904386123635092,4,20,24,NO
Cercozoa_K00762,0.904386123635092,12,20,24,NO
Cercozoa_K01591,0.904386123635092,12,20,24,NO
Cercozoa_K13421,0.904386123635092,12,20,24,NO
Cercozoa_K11845,0.904386123635092,20,20,24,NO
Cercozoa_K00939,0.904386123635092,8,20,24,NO
Chlorarachniophyta_K01227,0.904386123635092,24,16,24,NO
Chlorarachniophyta_K00134,0.904386123635092,12,4,24,NO
Chlorophyta_K01535,0.904386123635092,24,20,24,NO
Chlorophyta_K13274,0.904386123635092,4,20,24,NO
Cryptophyta_K04413,0.904386123635092,24,16,24,NO
Cryptophyta_K14438,0.904386123635092,4,16,24,NO
Cryptophyta_K17217,0.904386123635092,16,20,24,NO
Euglenozoa_K03869,0.904386123635092,4,4,24,NO
Euglenozoa_K07678,0.904386123635092,24,16,24,NO
Glaucophyta_K09560,0.904386123635092,12,16,24,NO
Haptophyta_K14713,0.904386123635092,24,4,24,NO
Haptophyta_K14719,0.904386123635092,24,4,24,NO
Haptophyta_K09015,0.904386123635092,16,4,24,NO
Haptophyta_K16572,0.904386123635092,24,20,24,NO
Haptophyta_K12503,0.904386123635092,4,20,24,NO
Ochrophyta_K07192,0.904386123635092,8,12,24,NO
Ochrophyta_K17491,0.904386123635092,20,20,24,NO
Ochrophyta_K05849,0.904386123635092,24,16,24,NO
Ochrophyta_K02806,0.904386123635092,4,8,24,NO
Ochrophyta_K14498,0.904386123635092,16,4,24,NO
Ochrophyta_K01425,0.904386123635092,12,16,24,NO
Ochrophyta_K08713,0.904386123635092,4,20,24,NO
Ochrophyta_K06987,0.904386123635092,24,4,24,NO
Rhodophyta_K05382,0.904386123635092,24,4,24,NO
Sarcomastigophora_K01866,0.904386123635092,12,4,24,NO
Sarcomastigophora_K16308,0.904386123635092,24,4,24,NO
Dinophyta_K13917,0.904473744354076,24,12,24,NO
Dinophyta_K08740,0.904473744354076,4,20,24,NO
Dinophyta_K07862,0.904473744354076,16,20,24,NO
Chromerida_K03675,0.904473744354076,4,16,24,NO
Chromerida_K02359,0.904473744354076,8,4,24,NO
Bacillariophyta_K07213,0.904473744354076,20,20,24,NO
Bacillariophyta_K15395,0.904473744354076,8,4,24,NO
Bacillariophyta_K15619,0.904473744354076,12,20,24,NO
Cercozoa_K00441,0.904473744354076,8,12,24,NO
Chlorophyta_K05534,0.904473744354076,4,20,24,NO
Cryptophyta_K12890,0.904473744354076,16,4,24,NO
Haptophyta_K06861,0.904473744354076,12,8,24,NO
Haptophyta_K03382,0.904473744354076,24,12,24,NO
Haptophyta_K05649,0.904473744354076,12,4,24,NO
Haptophyta_K01630,0.904473744354076,12,20,24,NO
Ochrophyta_K00666,0.904473744354076,8,8,24,NO
Ochrophyta_K10737,0.904473744354076,12,4,24,NO
Ochrophyta_K03366,0.904473744354076,4,12,24,NO
Rhodophyta_K02942,0.904473744354076,16,4,24,NO
Rhodophyta_K06060,0.904473744354076,8,4,24,NO
Rhodophyta_K06927,0.904473744354076,12,20,24,NO
Rhodophyta_K03237,0.904473744354076,12,4,24,NO
Sarcomastigophora_K00666,0.904473744354076,12,20,24,NO
Sarcomastigophora_K17594,0.904473744354076,12,12,24,NO
Dinophyta_K01164,0.904559400884886,24,8,24,NO
Bicosoecida_K13024,0.904559400884886,16,4,24,NO
Chlorophyta_K03405,0.904559400884886,24,4,24,NO
Chlorophyta_K02441,0.904559400884886,4,4,24,NO
Chlorophyta_K00400,0.904559400884886,4,12,24,NO
Chlorophyta_K07898,0.904559400884886,24,16,24,NO
Glaucophyta_K13348,0.904559400884886,8,16,24,NO
Ochrophyta_K15177,0.904559400884886,12,4,24,NO
Rhodophyta_K14403,0.904559400884886,4,4,24,NO
Sarcomastigophora_K13807,0.904559400884886,16,12,24,NO
Sarcomastigophora_K12845,0.904559400884886,16,4,24,NO
Dinophyta_K09570,0.904944641614742,16,16,24,NO
Dinophyta_K10448,0.904944641614742,16,8,24,NO
Dinophyta_K03451,0.904944641614742,20,12,24,NO
Dinophyta_K15289,0.904944641614742,4,8,24,NO
Chromerida_K06627,0.904944641614742,16,16,24,NO
Chromerida_K02929,0.904944641614742,20,16,24,NO
Bacillariophyta_K10876,0.904944641614742,12,12,24,NO
Bacillariophyta_K01106,0.904944641614742,20,8,24,NO
Bacillariophyta_K16602,0.904944641614742,20,12,24,NO
Bacillariophyta_K14487,0.904944641614742,8,20,24,NO
Bacillariophyta_K04569,0.904944641614742,24,4,24,NO
Bicosoecida_K11367,0.904944641614742,24,20,24,NO
Cercozoa_K10408,0.904944641614742,8,12,24,NO
Cercozoa_K15498,0.904944641614742,12,4,24,NO
Chlorophyta_K00982,0.904944641614742,20,20,24,NO
Cryptophyta_K02542,0.904944641614742,4,16,24,NO
Euglenozoa_K02692,0.904944641614742,20,4,24,NO
Haptophyta_K00765,0.904944641614742,12,12,24,NO
Haptophyta_K05596,0.904944641614742,8,12,24,NO
Ochrophyta_K01952,0.904944641614742,8,12,24,NO
Ochrophyta_K00982,0.904944641614742,20,20,24,NO
Rhodophyta_K01887,0.904944641614742,4,12,24,NO
Sarcomastigophora_K03121,0.904944641614742,16,16,24,NO
Dinophyta_K13889,0.905253164547037,16,12,24,NO
Dinophyta_K06946,0.905253164547037,12,12,24,NO
Dinophyta_K01042,0.905253164547037,8,20,24,NO
Cercozoa_K08834,0.905253164547037,12,8,24,NO
Cercozoa_K00324,0.905253164547037,12,16,24,NO
Chlorophyta_K09503,0.905253164547037,8,12,24,NO
Chlorophyta_K11228,0.905253164547037,4,16,24,NO
Chlorophyta_K00790,0.905253164547037,8,4,24,NO
Chlorophyta_K02911,0.905253164547037,24,12,24,NO
Cryptophyta_K08714,0.905253164547037,12,4,24,NO
Cryptophyta_K03735,0.905253164547037,8,8,24,NO
Euglenozoa_K00457,0.905253164547037,8,8,24,NO
Glaucophyta_K04345,0.905253164547037,12,8,24,NO
Glaucophyta_K04371,0.905253164547037,4,12,24,NO
Glaucophyta_K08874,0.905253164547037,12,4,24,NO
Haptophyta_K13526,0.905253164547037,12,8,24,NO
Haptophyta_K04082,0.905253164547037,24,20,24,NO
Haptophyta_K06917,0.905253164547037,16,4,24,NO
Ochrophyta_K02440,0.905253164547037,4,8,24,NO
Rhodophyta_K01228,0.905253164547037,12,12,24,NO
Rhodophyta_K09497,0.905253164547037,24,12,24,NO
Rhodophyta_K15227,0.905253164547037,24,20,24,NO
Rhodophyta_K08791,0.905253164547037,8,12,24,NO
Rhodophyta_K08281,0.905253164547037,20,4,24,NO
Rhodophyta_K14771,0.905253164547037,8,16,24,NO
Rhodophyta_K05779,0.905253164547037,8,20,24,NO
Sarcomastigophora_K15109,0.905253164547037,16,12,24,NO
Sarcomastigophora_K16165,0.905253164547037,16,12,24,NO
Dinophyta_K09472,0.905289287501048,20,12,24,NO
Dinophyta_K01279,0.905289287501048,16,8,24,NO
Dinophyta_K01644,0.905289287501048,20,4,24,NO
Dinophyta_K08147,0.905289287501048,16,16,24,NO
Dinophyta_K11491,0.905289287501048,16,8,24,NO
Dinophyta_K06041,0.905289287501048,20,12,24,NO
Dinophyta_K00014,0.905289287501048,4,16,24,NO
Dinophyta_K01480,0.905289287501048,24,12,24,NO
Dinophyta_K08915,0.905289287501048,4,20,24,NO
Dinophyta_K14456,0.905289287501048,12,8,24,NO
Dinophyta_K02408,0.905289287501048,12,12,24,NO
Dinophyta_K17566,0.905289287501048,20,16,24,NO
Dinophyta_K02770,0.905289287501048,24,8,24,NO
Dinophyta_K02819,0.905289287501048,24,8,24,NO
Dinophyta_K03291,0.905289287501048,24,8,24,NO
Dinophyta_K01685,0.905289287501048,4,20,24,NO
Dinophyta_K02574,0.905289287501048,8,20,24,NO
Chromerida_K08813,0.905289287501048,20,12,24,NO
Chromerida_K10395,0.905289287501048,4,4,24,NO
Bacillariophyta_K03509,0.905289287501048,8,8,24,NO
Bacillariophyta_K13588,0.905289287501048,16,8,24,NO
Bacillariophyta_K17338,0.905289287501048,4,20,24,NO
Bacillariophyta_K09771,0.905289287501048,12,4,24,NO
Bacillariophyta_K14324,0.905289287501048,20,4,24,NO
Bicosoecida_K12233,0.905289287501048,8,12,24,NO
Bicosoecida_K03235,0.905289287501048,20,16,24,NO
Bicosoecida_K05290,0.905289287501048,8,8,24,NO
Cercozoa_K09256,0.905289287501048,8,12,24,NO
Cercozoa_K04963,0.905289287501048,24,4,24,NO
Cercozoa_K12819,0.905289287501048,24,12,24,NO
Cercozoa_K13984,0.905289287501048,20,20,24,NO
Cercozoa_K00218,0.905289287501048,20,16,24,NO
Chlorarachniophyta_K13289,0.905289287501048,24,4,24,NO
Chlorarachniophyta_K16296,0.905289287501048,24,4,24,NO
Chlorarachniophyta_K16298,0.905289287501048,24,4,24,NO
Chlorophyta_K01673,0.905289287501048,8,8,24,NO
Chlorophyta_K13178,0.905289287501048,8,12,24,NO
Chlorophyta_K13192,0.905289287501048,16,12,24,NO
Chlorophyta_K08656,0.905289287501048,8,8,24,NO
Chlorophyta_K07568,0.905289287501048,16,4,24,NO
Chlorophyta_K02219,0.905289287501048,24,12,24,NO
Chlorophyta_K06109,0.905289287501048,8,4,24,NO
Cryptophyta_K00452,0.905289287501048,20,4,24,NO
Cryptophyta_K11483,0.905289287501048,4,20,24,NO
Cryptophyta_K03361,0.905289287501048,4,16,24,NO
Cryptophyta_K08570,0.905289287501048,24,12,24,NO
Cryptophyta_K16089,0.905289287501048,16,12,24,NO
Euglenozoa_K12842,0.905289287501048,12,16,24,NO
Euglenozoa_K01591,0.905289287501048,8,12,24,NO
Euglenozoa_K13421,0.905289287501048,8,12,24,NO
Glaucophyta_K08802,0.905289287501048,24,8,24,NO
Glaucophyta_K00830,0.905289287501048,8,16,24,NO
Glaucophyta_K00839,0.905289287501048,8,16,24,NO
Haptophyta_K11635,0.905289287501048,24,8,24,NO
Haptophyta_K07552,0.905289287501048,12,8,24,NO
Haptophyta_K03741,0.905289287501048,12,12,24,NO
Ochrophyta_K15631,0.905289287501048,12,20,24,NO
Ochrophyta_K10268,0.905289287501048,12,8,24,NO
Rhodophyta_K11838,0.905289287501048,8,12,24,NO
Rhodophyta_K01100,0.905289287501048,24,12,24,NO
Rhodophyta_K01663,0.905289287501048,8,8,24,NO
Rhodophyta_K02500,0.905289287501048,8,8,24,NO
Rhodophyta_K02501,0.905289287501048,8,8,24,NO
Rhodophyta_K03106,0.905289287501048,4,12,24,NO
Rhodophyta_K02361,0.905289287501048,24,20,24,NO
Rhodophyta_K03834,0.905289287501048,20,16,24,NO
Rhodophyta_K02971,0.905289287501048,8,12,24,NO
Sarcomastigophora_K10660,0.905289287501048,16,4,24,NO
Sarcomastigophora_K06413,0.905289287501048,4,20,24,NO
Dinophyta_K17318,0.90539944590462,16,16,24,NO
Dinophyta_K14408,0.90539944590462,16,16,24,NO
Bacillariophyta_K12896,0.90539944590462,16,4,24,NO
Cercozoa_K01870,0.90539944590462,8,12,24,NO
Cercozoa_K03028,0.90539944590462,12,4,24,NO
Cryptophyta_K14397,0.90539944590462,8,8,24,NO
Ochrophyta_K10632,0.90539944590462,8,4,24,NO
Ochrophyta_K05973,0.90539944590462,12,8,24,NO
Rhodophyta_K08866,0.90539944590462,24,8,24,NO
Rhodophyta_K17263,0.90539944590462,12,4,24,NO
Rhodophyta_K09488,0.90539944590462,20,12,24,NO
Rhodophyta_K07893,0.90539944590462,20,20,24,NO
Rhodophyta_K13411,0.90539944590462,12,8,24,NO
Dinophyta_K17655,0.905592943247728,20,12,24,NO
Bacillariophyta_K03844,0.905592943247728,16,12,24,NO
Bacillariophyta_K08744,0.905592943247728,24,4,24,NO
Bicosoecida_K10638,0.905592943247728,16,20,24,NO
Cercozoa_K09563,0.905592943247728,16,16,24,NO
Chlorophyta_K03182,0.905592943247728,24,4,24,NO
Haptophyta_K03500,0.905592943247728,4,4,24,NO
Haptophyta_K06891,0.905592943247728,24,12,24,NO
Ochrophyta_K06100,0.905592943247728,16,12,24,NO
Sarcomastigophora_K04444,0.905592943247728,20,8,24,NO
Sarcomastigophora_K03545,0.905592943247728,4,20,24,NO
Bacillariophyta_K02212,0.905723995232125,8,8,24,NO
Bacillariophyta_K03075,0.905723995232125,8,8,24,NO
Bacillariophyta_K13071,0.905723995232125,16,4,24,NO
Cercozoa_K04988,0.905723995232125,8,8,24,NO
Cercozoa_K11096,0.905723995232125,8,16,24,NO
Cercozoa_K08804,0.905723995232125,16,8,24,NO
Euglenozoa_K16475,0.905723995232125,8,12,24,NO
Ochrophyta_K09517,0.905723995232125,20,16,24,NO
Rhodophyta_K08819,0.905723995232125,12,4,24,NO
Rhodophyta_K07513,0.905723995232125,12,12,24,NO
Rhodophyta_K10527,0.905723995232125,12,12,24,NO
